Customer ID,Full Name,Date of Purchase,Age,State,REGION,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn
CUST0080,Kunle Williams,Feb-25,66,Rivers,South South,5G Broadband Router,Female,1,Poor,2,30GB Monthly Broadband Plan,"?9,000.00",6,"?54,000.00",193.26,No,
CUST0080,Kunle Williams,Feb-25,66,Rivers,South South,4G Router,Female,1,Poor,2,165GB Monthly Plan,"?35,000.00",12,"?420,000.00",166.49,No,
CUST0081,Chinedu Ortiz,Feb-25,71,Anambra,South East,5G Broadband Router,Male,5,Excellent,28,200GB Monthly Broadband Plan,"?25,000.00",3,"?75,000.00",155.93,Yes,Better Offers from Competitors
CUST0081,Chinedu Ortiz,Feb-25,71,Anambra,South East,Broadband MiFi,Male,5,Excellent,28,120GB Monthly Broadband Plan,"?24,000.00",17,"?408,000.00",126.83,Yes,Better Offers from Competitors
CUST0082,Michael Ortiz,Feb-25,40,Ekiti,South West,4G Router,Female,2,Fair,47,10GB+10mins Monthly Plan,"?4,500.00",3,"?13,500.00",152.16,Yes,Costly Data Plans
CUST0083,Shehu Holt,Mar-25,79,Sokoto,North West,Mobile SIM Card,Female,3,Good,44,1GB+1.5mins Daily Plan,?500.00,19,"?9,500.00",159.37,Yes,Poor Network
CUST0083,Shehu Holt,Mar-25,79,Sokoto,North West,5G Broadband Router,Female,3,Good,44,30GB Monthly Broadband Plan,"?9,000.00",3,"?27,000.00",70.71,Yes,Poor Network
CUST0084,Maryam Velez,Mar-25,75,Nasarawa,North Central,Mobile SIM Card,Male,3,Good,4,12.5GB Monthly Plan,"?5,500.00",2,"?11,000.00",116.28,Yes,Better Offers from Competitors
CUST0085,Alabo Turner,Feb-25,40,Niger,North Central,Broadband MiFi,Female,1,Poor,33,150GB FUP Monthly Unlimited,"?20,000.00",15,"?300,000.00",8.31,No,
CUST0085,Alabo Turner,Feb-25,40,Niger,North Central,5G Broadband Router,Female,1,Poor,33,1.5TB Yearly Broadband Plan,"?150,000.00",20,"?3,000,000.00",105.05,No,
CUST0086,Amina Rivas,Feb-25,62,Gombe,North East,5G Broadband Router,Female,3,Good,25,150GB FUP Monthly Unlimited,"?20,000.00",18,"?360,000.00",66.27,No,
CUST0087,Omamuzo Guerrero,Jan-25,52,Edo,South South,5G Broadband Router,Male,5,Excellent,22,450GB 3-Month Broadband Plan,"?75,000.00",3,"?225,000.00",26.23,No,
CUST0087,Omamuzo Guerrero,Jan-25,52,Edo,South South,Mobile SIM Card,Male,5,Excellent,22,1GB+1.5mins Daily Plan,?500.00,11,"?5,500.00",112,No,
CUST0088,Amaka Brown,Mar-25,27,Kwara,North Central,Mobile SIM Card,Female,3,Good,2,500MB Daily Plan,?350.00,5,"?1,750.00",200,Yes,Poor Customer Service
CUST0088,Amaka Brown,Mar-25,27,Kwara,North Central,Broadband MiFi,Female,3,Good,2,30GB Monthly Broadband Plan,"?9,000.00",4,"?36,000.00",59.51,Yes,Poor Customer Service
CUST0089,Michael Schultz,Feb-25,20,Bayelsa,South South,4G Router,Male,2,Fair,39,65GB Monthly Plan,"?16,000.00",8,"?128,000.00",82.47,Yes,Better Offers from Competitors
CUST0089,Michael Schultz,Feb-25,20,Bayelsa,South South,5G Broadband Router,Male,2,Fair,39,1.5TB Yearly Broadband Plan,"?150,000.00",15,"?2,250,000.00",122.31,Yes,Better Offers from Competitors
CUST0089,Michael Schultz,Feb-25,20,Bayelsa,South South,Mobile SIM Card,Male,2,Fair,39,500MB Daily Plan,?350.00,10,"?3,500.00",107.04,Yes,Better Offers from Competitors
CUST0090,John Montoya,Mar-25,40,Gombe,North East,Mobile SIM Card,Female,4,Very Good,30,10GB+10mins Monthly Plan,"?4,500.00",2,"?9,000.00",174.66,No,
CUST0090,John Montoya,Mar-25,40,Gombe,North East,Broadband MiFi,Female,4,Very Good,30,60GB Monthly Broadband Plan,"?14,500.00",18,"?261,000.00",174.89,No,
CUST0091,Ngozi Fox,Feb-25,31,Cross River,South South,4G Router,Male,3,Good,49,10GB+10mins Monthly Plan,"?4,500.00",12,"?54,000.00",163.43,No,
CUST0091,Ngozi Fox,Feb-25,31,Cross River,South South,Mobile SIM Card,Male,3,Good,49,2.5GB 2-Day Plan,?900.00,13,"?11,700.00",83.27,No,
CUST0091,Ngozi Fox,Feb-25,31,Cross River,South South,Broadband MiFi,Male,3,Good,49,120GB Monthly Broadband Plan,"?24,000.00",13,"?312,000.00",75.11,No,
CUST0092,Chinedu Burke,Jan-25,63,Osun,South West,Broadband MiFi,Male,3,Good,21,300GB FUP Monthly Unlimited,"?30,000.00",16,"?480,000.00",183.52,No,
CUST0093,Amaka Webb,Jan-25,76,Nasarawa,North Central,Mobile SIM Card,Male,1,Poor,58,3.2GB 2-Day Plan,"?1,000.00",8,"?8,000.00",155.35,Yes,Better Offers from Competitors
CUST0094,Maryam Tucker,Feb-25,31,Oyo,South West,Broadband MiFi,Male,1,Poor,27,150GB FUP Monthly Unlimited,"?20,000.00",1,"?20,000.00",58.61,Yes,Fast Data Consumption
CUST0094,Maryam Tucker,Feb-25,31,Oyo,South West,5G Broadband Router,Male,1,Poor,27,200GB Monthly Broadband Plan,"?25,000.00",14,"?350,000.00",48.49,Yes,Fast Data Consumption
CUST0094,Maryam Tucker,Feb-25,31,Oyo,South West,Mobile SIM Card,Male,1,Poor,27,1.5GB 2-Day Plan,?600.00,3,"?1,800.00",133.04,Yes,Fast Data Consumption
CUST0095,Sarah James,Feb-25,62,Kaduna,North West,5G Broadband Router,Male,1,Poor,25,30GB Monthly Broadband Plan,"?9,000.00",3,"?27,000.00",71.74,No,
CUST0095,Sarah James,Feb-25,62,Kaduna,North West,Mobile SIM Card,Male,1,Poor,25,7GB Monthly Plan,"?3,500.00",4,"?14,000.00",48.6,No,
CUST0096,Tega Turner,Mar-25,33,Rivers,South South,Mobile SIM Card,Female,2,Fair,35,1.5GB 2-Day Plan,?600.00,3,"?1,800.00",162.39,No,
CUST0096,Tega Turner,Mar-25,33,Rivers,South South,5G Broadband Router,Female,2,Fair,35,1.5TB Yearly Broadband Plan,"?150,000.00",7,"?1,050,000.00",7.88,No,
CUST0096,Tega Turner,Mar-25,33,Rivers,South South,4G Router,Female,2,Fair,35,65GB Monthly Plan,"?16,000.00",2,"?32,000.00",158.33,No,
CUST0097,Ese Perez,Feb-25,55,Zamfara,North West,5G Broadband Router,Female,3,Good,53,200GB Monthly Broadband Plan,"?25,000.00",2,"?50,000.00",172.5,Yes,High Call Tarriffs
CUST0098,Tega Murray,Feb-25,50,Delta,South South,5G Broadband Router,Female,4,Very Good,28,1.5TB Yearly Broadband Plan,"?150,000.00",12,"?1,800,000.00",138.57,No,
CUST0098,Tega Murray,Feb-25,50,Delta,South South,Broadband MiFi,Female,4,Very Good,28,120GB Monthly Broadband Plan,"?24,000.00",3,"?72,000.00",53.71,No,
CUST0099,Boma Gonzalez,Mar-25,26,Kwara,North Central,5G Broadband Router,Male,3,Good,35,450GB 3-Month Broadband Plan,"?75,000.00",15,"?1,125,000.00",33.75,Yes,Costly Data Plans
CUST0099,Boma Gonzalez,Mar-25,26,Kwara,North Central,4G Router,Male,3,Good,35,25GB Monthly Plan,"?9,000.00",12,"?108,000.00",89.7,Yes,Costly Data Plans
CUST0099,Boma Gonzalez,Mar-25,26,Kwara,North Central,Mobile SIM Card,Male,3,Good,35,20GB Monthly Plan,"?7,500.00",2,"?15,000.00",55.27,Yes,Costly Data Plans
CUST0100,Kunle Davis,Feb-25,67,Gombe,North East,Broadband MiFi,Male,5,Excellent,2,30GB Monthly Broadband Plan,"?9,000.00",12,"?108,000.00",47.58,No,
CUST0100,Kunle Davis,Feb-25,67,Gombe,North East,Mobile SIM Card,Male,5,Excellent,2,7GB Monthly Plan,"?3,500.00",19,"?66,500.00",76.88,No,
CUST0101,Bola Brown,Feb-25,35,Nasarawa,North Central,5G Broadband Router,Female,1,Poor,24,120GB Monthly Broadband Plan,"?24,000.00",4,"?96,000.00",50.3,No,
CUST0101,Bola Brown,Feb-25,35,Nasarawa,North Central,Mobile SIM Card,Female,1,Poor,24,65GB Monthly Plan,"?16,000.00",16,"?256,000.00",147.27,No,
CUST0101,Bola Brown,Feb-25,35,Nasarawa,North Central,Mobile SIM Card,Female,1,Poor,24,16.5GB+10mins Monthly Plan,"?6,500.00",18,"?117,000.00",77.7,No,
CUST0102,Ifeanyi Burns,Mar-25,49,Edo,South South,Mobile SIM Card,Female,4,Very Good,14,1.5GB 2-Day Plan,?600.00,15,"?9,000.00",179.79,Yes,Poor Customer Service
CUST0103,Chinedu Barrera,Mar-25,56,Ekiti,South West,4G Router,Male,3,Good,36,65GB Monthly Plan,"?16,000.00",5,"?80,000.00",197.03,No,
CUST0103,Chinedu Barrera,Mar-25,56,Ekiti,South West,Mobile SIM Card,Male,3,Good,36,500MB Daily Plan,?350.00,1,?350.00,158.18,No,
CUST0103,Chinedu Barrera,Mar-25,56,Ekiti,South West,Broadband MiFi,Male,3,Good,36,300GB FUP Monthly Unlimited,"?30,000.00",12,"?360,000.00",111.03,No,
CUST0104,Zina Fischer,Feb-25,32,Katsina,North West,Broadband MiFi,Male,4,Very Good,20,300GB FUP Monthly Unlimited,"?30,000.00",15,"?450,000.00",128.65,No,
CUST0104,Zina Fischer,Feb-25,32,Katsina,North West,Mobile SIM Card,Male,4,Very Good,20,12.5GB Monthly Plan,"?5,500.00",12,"?66,000.00",136.18,No,
CUST0105,Amaka Garcia,Jan-25,39,Borno,North East,Mobile SIM Card,Female,1,Poor,33,25GB Monthly Plan,"?9,000.00",8,"?72,000.00",186.98,No,
CUST0105,Amaka Garcia,Jan-25,39,Borno,North East,Broadband MiFi,Female,1,Poor,33,300GB FUP Monthly Unlimited,"?30,000.00",17,"?510,000.00",189.52,No,
CUST0106,Abubakar Holmes,Mar-25,26,Edo,South South,Broadband MiFi,Male,2,Fair,41,120GB Monthly Broadband Plan,"?24,000.00",5,"?120,000.00",188.35,No,
CUST0106,Abubakar Holmes,Mar-25,26,Edo,South South,5G Broadband Router,Male,2,Fair,41,300GB FUP Monthly Unlimited,"?30,000.00",20,"?600,000.00",131.92,No,
CUST0106,Abubakar Holmes,Mar-25,26,Edo,South South,Mobile SIM Card,Male,2,Fair,41,7GB Monthly Plan,"?3,500.00",19,"?66,500.00",168.58,No,
CUST0107,Bola Rogers,Mar-25,19,Katsina,North West,4G Router,Male,2,Fair,42,10GB+10mins Monthly Plan,"?4,500.00",10,"?45,000.00",128.56,No,
CUST0108,John Rose,Jan-25,47,Kebbi,North West,Mobile SIM Card,Female,1,Poor,30,7GB Monthly Plan,"?3,500.00",11,"?38,500.00",121.53,Yes,Fast Data Consumption
CUST0108,John Rose,Jan-25,47,Kebbi,North West,Broadband MiFi,Female,1,Poor,30,300GB FUP Monthly Unlimited,"?30,000.00",12,"?360,000.00",146.97,Yes,Fast Data Consumption
CUST0109,Tamuno Bates,Feb-25,32,Gombe,North East,Mobile SIM Card,Male,4,Very Good,21,65GB Monthly Plan,"?16,000.00",13,"?208,000.00",10.6,Yes,Fast Data Consumption
CUST0110,Ibim Richards,Mar-25,47,Abuja (FCT),North Central,Mobile SIM Card,Female,2,Fair,60,1GB+1.5mins Daily Plan,?500.00,3,"?1,500.00",99.73,No,
CUST0110,Ibim Richards,Mar-25,47,Abuja (FCT),North Central,4G Router,Female,2,Fair,60,165GB Monthly Plan,"?35,000.00",8,"?280,000.00",101.34,No,
CUST0111,Fatima Blevins,Feb-25,61,Oyo,South West,Mobile SIM Card,Male,5,Excellent,19,3.2GB 2-Day Plan,"?1,000.00",9,"?9,000.00",86.47,No,
CUST0111,Fatima Blevins,Feb-25,61,Oyo,South West,4G Router,Male,5,Excellent,19,25GB Monthly Plan,"?9,000.00",12,"?108,000.00",152.89,No,
CUST0111,Fatima Blevins,Feb-25,61,Oyo,South West,Broadband MiFi,Male,5,Excellent,19,30GB Monthly Broadband Plan,"?9,000.00",19,"?171,000.00",80.42,No,
CUST0112,Bala Smith,Feb-25,62,Cross River,South South,Broadband MiFi,Male,5,Excellent,25,60GB Monthly Broadband Plan,"?14,500.00",11,"?159,500.00",74.95,Yes,Relocation
CUST0112,Bala Smith,Feb-25,62,Cross River,South South,Mobile SIM Card,Male,5,Excellent,25,16.5GB+10mins Monthly Plan,"?6,500.00",5,"?32,500.00",187.82,Yes,Relocation
CUST0112,Bala Smith,Feb-25,62,Cross River,South South,5G Broadband Router,Male,5,Excellent,25,60GB Monthly Broadband Plan,"?14,500.00",13,"?188,500.00",120.69,Yes,Relocation
CUST0113,Michael Evans,Mar-25,21,Rivers,South South,4G Router,Male,4,Very Good,9,25GB Monthly Plan,"?9,000.00",11,"?99,000.00",186.31,No,
CUST0114,Amina Todd,Feb-25,66,Abia,South East,5G Broadband Router,Female,5,Excellent,33,200GB Monthly Broadband Plan,"?25,000.00",14,"?350,000.00",134.92,Yes,Better Offers from Competitors
CUST0115,Maryam Smith,Feb-25,19,Taraba,North East,Mobile SIM Card,Female,1,Poor,42,1.5GB 2-Day Plan,?600.00,8,"?4,800.00",164.42,No,
CUST0116,Bola Garcia,Mar-25,30,Benue,North Central,Mobile SIM Card,Male,4,Very Good,29,16.5GB+10mins Monthly Plan,"?6,500.00",16,"?104,000.00",155.11,Yes,High Call Tarriffs
CUST0117,Sade Collins,Mar-25,33,Bauchi,North East,4G Router,Male,4,Very Good,36,25GB Monthly Plan,"?9,000.00",9,"?81,000.00",109.48,No,
CUST0117,Sade Collins,Mar-25,33,Bauchi,North East,Mobile SIM Card,Male,4,Very Good,36,12.5GB Monthly Plan,"?5,500.00",8,"?44,000.00",38.86,No,
CUST0118,Zainab Garcia,Mar-25,54,Osun,South West,5G Broadband Router,Female,2,Fair,50,200GB Monthly Broadband Plan,"?25,000.00",9,"?225,000.00",112.32,No,
CUST0118,Zainab Garcia,Mar-25,54,Osun,South West,4G Router,Female,2,Fair,50,25GB Monthly Plan,"?9,000.00",18,"?162,000.00",24.81,No,
CUST0119,Omamuzo Terry,Jan-25,66,Ekiti,South West,5G Broadband Router,Male,3,Good,19,1.5TB Yearly Broadband Plan,"?150,000.00",16,"?2,400,000.00",131.37,No,
CUST0120,Fatima Lindsey,Mar-25,41,Adamawa,North East,4G Router,Female,2,Fair,60,10GB+10mins Monthly Plan,"?4,500.00",2,"?9,000.00",127.77,Yes,High Call Tarriffs
CUST0120,Fatima Lindsey,Mar-25,41,Adamawa,North East,Broadband MiFi,Female,2,Fair,60,30GB Monthly Broadband Plan,"?9,000.00",16,"?144,000.00",82.95,Yes,High Call Tarriffs
CUST0120,Fatima Lindsey,Mar-25,41,Adamawa,North East,5G Broadband Router,Female,2,Fair,60,150GB FUP Monthly Unlimited,"?20,000.00",5,"?100,000.00",136.4,Yes,High Call Tarriffs
CUST0121,Tunde Smith,Feb-25,36,Kogi,North Central,Broadband MiFi,Female,3,Good,31,120GB Monthly Broadband Plan,"?24,000.00",2,"?48,000.00",147.87,No,
CUST0121,Tunde Smith,Feb-25,36,Kogi,North Central,Mobile SIM Card,Female,3,Good,31,1.5GB 2-Day Plan,?600.00,6,"?3,600.00",83.87,No,
CUST0121,Tunde Smith,Feb-25,36,Kogi,North Central,5G Broadband Router,Female,3,Good,31,30GB Monthly Broadband Plan,"?9,000.00",13,"?117,000.00",199.44,No,
CUST0122,Grace Fowler,Mar-25,39,Cross River,South South,5G Broadband Router,Male,5,Excellent,1,1.5TB Yearly Broadband Plan,"?150,000.00",5,"?750,000.00",177.91,No,
CUST0122,Grace Fowler,Mar-25,39,Cross River,South South,4G Router,Male,5,Excellent,1,165GB Monthly Plan,"?35,000.00",4,"?140,000.00",54.93,No,
CUST0123,Tega Chen,Feb-25,36,Sokoto,North West,4G Router,Female,1,Poor,46,165GB Monthly Plan,"?35,000.00",17,"?595,000.00",165.48,No,
CUST0123,Tega Chen,Feb-25,36,Sokoto,North West,Broadband MiFi,Female,1,Poor,46,300GB FUP Monthly Unlimited,"?30,000.00",4,"?120,000.00",17.8,No,
CUST0124,Shehu Nguyen,Feb-25,33,Taraba,North East,5G Broadband Router,Female,1,Poor,60,120GB Monthly Broadband Plan,"?24,000.00",19,"?456,000.00",116.7,Yes,Poor Customer Service
CUST0124,Shehu Nguyen,Feb-25,33,Taraba,North East,4G Router,Female,1,Poor,60,65GB Monthly Plan,"?16,000.00",12,"?192,000.00",52.68,Yes,Poor Customer Service
CUST0125,Halima Aguilar,Feb-25,23,Delta,South South,5G Broadband Router,Female,4,Very Good,20,120GB Monthly Broadband Plan,"?24,000.00",8,"?192,000.00",73.83,No,
CUST0125,Halima Aguilar,Feb-25,23,Delta,South South,Mobile SIM Card,Female,4,Very Good,20,500MB Daily Plan,?350.00,16,"?5,600.00",191.49,No,
CUST0125,Halima Aguilar,Feb-25,23,Delta,South South,Broadband MiFi,Female,4,Very Good,20,150GB FUP Monthly Unlimited,"?20,000.00",20,"?400,000.00",91.27,No,
CUST0126,Ejiro Ware,Feb-25,69,Taraba,North East,Mobile SIM Card,Male,5,Excellent,49,16.5GB+10mins Monthly Plan,"?6,500.00",3,"?19,500.00",140.9,No,
CUST0127,Ifeanyi Clayton,Feb-25,23,Zamfara,North West,Mobile SIM Card,Male,2,Fair,37,12.5GB Monthly Plan,"?5,500.00",17,"?93,500.00",18.64,No,
CUST0127,Ifeanyi Clayton,Feb-25,23,Zamfara,North West,Broadband MiFi,Male,2,Fair,37,60GB Monthly Broadband Plan,"?14,500.00",15,"?217,500.00",161.83,No,
CUST0127,Ifeanyi Clayton,Feb-25,23,Zamfara,North West,5G Broadband Router,Male,2,Fair,37,300GB FUP Monthly Unlimited,"?30,000.00",15,"?450,000.00",102.89,No,
CUST0128,Sade Berry,Mar-25,75,Abia,South East,Broadband MiFi,Male,1,Poor,26,300GB FUP Monthly Unlimited,"?30,000.00",18,"?540,000.00",140.23,No,
CUST0128,Sade Berry,Mar-25,75,Abia,South East,Mobile SIM Card,Male,1,Poor,26,2.5GB 2-Day Plan,?900.00,3,"?2,700.00",186.95,No,
CUST0128,Sade Berry,Mar-25,75,Abia,South East,Mobile SIM Card,Male,1,Poor,26,165GB Monthly Plan,"?35,000.00",14,"?490,000.00",6.83,No,
CUST0129,Shehu Lee,Feb-25,33,Kogi,North Central,Mobile SIM Card,Female,4,Very Good,58,16.5GB+10mins Monthly Plan,"?6,500.00",12,"?78,000.00",27.03,No,
CUST0129,Shehu Lee,Feb-25,33,Kogi,North Central,Broadband MiFi,Female,4,Very Good,58,30GB Monthly Broadband Plan,"?9,000.00",18,"?162,000.00",36.11,No,
CUST0130,Tamuno Greer,Jan-25,32,Osun,South West,Mobile SIM Card,Male,3,Good,49,500MB Daily Plan,?350.00,12,"?4,200.00",49.88,No,
CUST0130,Tamuno Greer,Jan-25,32,Osun,South West,5G Broadband Router,Male,3,Good,49,300GB FUP Monthly Unlimited,"?30,000.00",4,"?120,000.00",55.49,No,
CUST0130,Tamuno Greer,Jan-25,32,Osun,South West,4G Router,Male,3,Good,49,65GB Monthly Plan,"?16,000.00",14,"?224,000.00",161.99,No,
CUST0131,Funke Hart,Jan-25,46,Ondo,South West,Broadband MiFi,Male,4,Very Good,7,60GB Monthly Broadband Plan,"?14,500.00",18,"?261,000.00",88.07,No,
CUST0131,Funke Hart,Jan-25,46,Ondo,South West,Mobile SIM Card,Male,4,Very Good,7,500MB Daily Plan,?350.00,2,?700.00,151,No,
CUST0131,Funke Hart,Jan-25,46,Ondo,South West,5G Broadband Router,Male,4,Very Good,7,300GB FUP Monthly Unlimited,"?30,000.00",10,"?300,000.00",101.03,No,
CUST0132,Nura Yang,Feb-25,56,Niger,North Central,Broadband MiFi,Male,5,Excellent,20,120GB Monthly Broadband Plan,"?24,000.00",6,"?144,000.00",176,Yes,Costly Data Plans
CUST0132,Nura Yang,Feb-25,56,Niger,North Central,5G Broadband Router,Male,5,Excellent,20,450GB 3-Month Broadband Plan,"?75,000.00",2,"?150,000.00",111.39,Yes,Costly Data Plans
CUST0133,Oghene Cooper,Feb-25,64,Bauchi,North East,Mobile SIM Card,Female,4,Very Good,45,500MB Daily Plan,?350.00,10,"?3,500.00",169.94,Yes,Fast Data Consumption
CUST0134,Obinna Branch,Feb-25,75,Oyo,South West,Broadband MiFi,Female,4,Very Good,27,300GB FUP Monthly Unlimited,"?30,000.00",7,"?210,000.00",18.95,Yes,Poor Customer Service
CUST0134,Obinna Branch,Feb-25,75,Oyo,South West,4G Router,Female,4,Very Good,27,65GB Monthly Plan,"?16,000.00",20,"?320,000.00",54.06,Yes,Poor Customer Service
CUST0135,Bola Anderson,Feb-25,25,Benue,North Central,Mobile SIM Card,Male,3,Good,31,10GB+10mins Monthly Plan,"?4,500.00",4,"?18,000.00",192.43,No,
CUST0136,John Hill,Feb-25,47,Ondo,South West,Mobile SIM Card,Female,5,Excellent,59,16.5GB+10mins Monthly Plan,"?6,500.00",10,"?65,000.00",129.92,No,
CUST0136,John Hill,Feb-25,47,Ondo,South West,4G Router,Female,5,Excellent,59,25GB Monthly Plan,"?9,000.00",16,"?144,000.00",72.25,No,
CUST0137,Zina Singh,Feb-25,28,Taraba,North East,4G Router,Female,3,Good,59,10GB+10mins Monthly Plan,"?4,500.00",18,"?81,000.00",3.74,No,
CUST0138,Ibim Brown,Feb-25,53,Plateau,North Central,Mobile SIM Card,Male,4,Very Good,22,16.5GB+10mins Monthly Plan,"?6,500.00",11,"?71,500.00",131.09,No,
CUST0139,Saidu Holt,Mar-25,78,Yobe,North East,4G Router,Female,2,Fair,11,65GB Monthly Plan,"?16,000.00",3,"?48,000.00",105.03,Yes,Relocation
CUST0139,Saidu Holt,Mar-25,78,Yobe,North East,5G Broadband Router,Female,2,Fair,11,30GB Monthly Broadband Plan,"?9,000.00",14,"?126,000.00",152.99,Yes,Relocation
CUST0140,Amaka Vang,Feb-25,45,Kaduna,North West,Mobile SIM Card,Male,5,Excellent,1,12.5GB Monthly Plan,"?5,500.00",18,"?99,000.00",3.64,No,
CUST0141,Ibim Faulkner,Mar-25,17,Kano,North West,Mobile SIM Card,Female,1,Poor,35,3.2GB 2-Day Plan,"?1,000.00",8,"?8,000.00",105.11,No,
CUST0142,Bala Hood,Feb-25,48,Ekiti,South West,Mobile SIM Card,Female,1,Poor,51,500MB Daily Plan,?350.00,8,"?2,800.00",198.05,No,
CUST0142,Bala Hood,Feb-25,48,Ekiti,South West,5G Broadband Router,Female,1,Poor,51,120GB Monthly Broadband Plan,"?24,000.00",3,"?72,000.00",136.97,No,
CUST0143,Bola Brooks,Feb-25,27,Kebbi,North West,Mobile SIM Card,Female,1,Poor,25,165GB Monthly Plan,"?35,000.00",11,"?385,000.00",129.16,No,
CUST0143,Bola Brooks,Feb-25,27,Kebbi,North West,Broadband MiFi,Female,1,Poor,25,120GB Monthly Broadband Plan,"?24,000.00",4,"?96,000.00",195.48,No,
CUST0143,Bola Brooks,Feb-25,27,Kebbi,North West,Mobile SIM Card,Female,1,Poor,25,16.5GB+10mins Monthly Plan,"?6,500.00",8,"?52,000.00",183.87,No,
CUST0144,Fatima Wheeler,Jan-25,76,Akwa Ibom,South South,Broadband MiFi,Male,3,Good,60,30GB Monthly Broadband Plan,"?9,000.00",19,"?171,000.00",192.31,No,
CUST0144,Fatima Wheeler,Jan-25,76,Akwa Ibom,South South,Mobile SIM Card,Male,3,Good,60,1.5GB 2-Day Plan,?600.00,13,"?7,800.00",150.57,No,
CUST0144,Fatima Wheeler,Jan-25,76,Akwa Ibom,South South,4G Router,Male,3,Good,60,65GB Monthly Plan,"?16,000.00",19,"?304,000.00",60.21,No,
CUST0145,Halima Valencia,Feb-25,65,Adamawa,North East,Broadband MiFi,Female,1,Poor,25,60GB Monthly Broadband Plan,"?14,500.00",3,"?43,500.00",46.81,No,
CUST0145,Halima Valencia,Feb-25,65,Adamawa,North East,Mobile SIM Card,Female,1,Poor,25,7GB Monthly Plan,"?3,500.00",20,"?70,000.00",121.23,No,
CUST0146,Tamuno Boyd,Feb-25,57,Kano,North West,Mobile SIM Card,Female,4,Very Good,51,20GB Monthly Plan,"?7,500.00",20,"?150,000.00",17.6,Yes,Relocation
CUST0146,Tamuno Boyd,Feb-25,57,Kano,North West,Broadband MiFi,Female,4,Very Good,51,300GB FUP Monthly Unlimited,"?30,000.00",3,"?90,000.00",159.71,Yes,Relocation
CUST0147,Chinedu Martinez,Feb-25,50,Plateau,North Central,Broadband MiFi,Female,4,Very Good,46,30GB Monthly Broadband Plan,"?9,000.00",15,"?135,000.00",188.62,No,
CUST0148,Ejiro Finley,Feb-25,50,Anambra,South East,Mobile SIM Card,Male,4,Very Good,6,3.2GB 2-Day Plan,"?1,000.00",3,"?3,000.00",71.11,No,
CUST0148,Ejiro Finley,Feb-25,50,Anambra,South East,Broadband MiFi,Male,4,Very Good,6,120GB Monthly Broadband Plan,"?24,000.00",11,"?264,000.00",119.81,No,
CUST0148,Ejiro Finley,Feb-25,50,Anambra,South East,5G Broadband Router,Male,4,Very Good,6,450GB 3-Month Broadband Plan,"?75,000.00",14,"?1,050,000.00",2.96,No,
CUST0149,Omamuzo Levine,Feb-25,26,Imo,South East,Mobile SIM Card,Male,2,Fair,44,3.2GB 2-Day Plan,"?1,000.00",9,"?9,000.00",33.86,Yes,Costly Data Plans
CUST0149,Omamuzo Levine,Feb-25,26,Imo,South East,Broadband MiFi,Male,2,Fair,44,60GB Monthly Broadband Plan,"?14,500.00",3,"?43,500.00",60.3,Yes,Costly Data Plans
CUST0150,Ejiro Roman,Feb-25,48,Imo,South East,Mobile SIM Card,Female,4,Very Good,39,7GB Monthly Plan,"?3,500.00",13,"?45,500.00",168.4,Yes,Costly Data Plans
CUST0151,Tega Mendez,Feb-25,72,Bayelsa,South South,4G Router,Female,3,Good,53,10GB+10mins Monthly Plan,"?4,500.00",11,"?49,500.00",192.93,No,
CUST0151,Tega Mendez,Feb-25,72,Bayelsa,South South,Mobile SIM Card,Female,3,Good,53,1GB+1.5mins Daily Plan,?500.00,16,"?8,000.00",147.11,No,
CUST0151,Tega Mendez,Feb-25,72,Bayelsa,South South,5G Broadband Router,Female,3,Good,53,60GB Monthly Broadband Plan,"?14,500.00",9,"?130,500.00",65.51,No,
CUST0152,Tamuno Yang,Feb-25,62,Delta,South South,4G Router,Male,5,Excellent,38,25GB Monthly Plan,"?9,000.00",3,"?27,000.00",166.34,Yes,High Call Tarriffs
CUST0152,Tamuno Yang,Feb-25,62,Delta,South South,Mobile SIM Card,Male,5,Excellent,38,20GB Monthly Plan,"?7,500.00",5,"?37,500.00",134.76,Yes,High Call Tarriffs
CUST0153,Maryam Williams,Feb-25,46,Edo,South South,Mobile SIM Card,Male,4,Very Good,46,16.5GB+10mins Monthly Plan,"?6,500.00",14,"?91,000.00",184.74,Yes,Relocation
CUST0153,Maryam Williams,Feb-25,46,Edo,South South,5G Broadband Router,Male,4,Very Good,46,30GB Monthly Broadband Plan,"?9,000.00",12,"?108,000.00",158.25,Yes,Relocation
CUST0154,David Miller,Mar-25,26,Anambra,South East,Mobile SIM Card,Male,2,Fair,43,7GB Monthly Plan,"?3,500.00",14,"?49,000.00",193.16,No,
CUST0155,Ngozi Fowler,Feb-25,17,Anambra,South East,4G Router,Female,4,Very Good,15,10GB+10mins Monthly Plan,"?4,500.00",10,"?45,000.00",96.81,No,
CUST0155,Ngozi Fowler,Feb-25,17,Anambra,South East,Mobile SIM Card,Female,4,Very Good,15,12.5GB Monthly Plan,"?5,500.00",3,"?16,500.00",184.15,No,
CUST0156,Ifeanyi Garcia,Feb-25,34,Ekiti,South West,Mobile SIM Card,Female,2,Fair,22,12.5GB Monthly Plan,"?5,500.00",15,"?82,500.00",144.54,No,
