customer_id,full_name,date_of_purchase,age,state,mtn_device,gender,satisfaction_rate,customer_review,customer_tenure_in_months,subscription_plan,unit_price,number_of_times_purchased,total_revenue,data_usage,customer_churn_status,reasons_for_churn,region,age_group
cust0091,ngozi fox,feb-25,31,cross river,broadband mifi,male,3,good,49,120gb monthly broadband plan,24000,13,312000,75.11,no,,south south,Young_adults(25-34)
cust0092,chinedu burke,jan-25,63,osun,broadband mifi,male,3,good,21,300gb fup monthly unlimited,30000,16,480000,183.52,no,,south west,Seniors(60 Above)
cust0093,amaka webb,jan-25,76,nasarawa,mobile sim card,male,1,poor,58,3.2gb 2-day plan,1000,8,8000,155.35,yes,better offers from competitors,north central,Seniors(60 Above)
cust0094,maryam tucker,feb-25,31,oyo,broadband mifi,male,1,poor,27,150gb fup monthly unlimited,20000,1,20000,58.61,yes,fast data consumption,south west,Young_adults(25-34)
cust0094,maryam tucker,feb-25,31,oyo,5g broadband router,male,1,poor,27,200gb monthly broadband plan,25000,14,350000,48.49,yes,fast data consumption,south west,Young_adults(25-34)
cust0094,maryam tucker,feb-25,31,oyo,mobile sim card,male,1,poor,27,1.5gb 2-day plan,600,3,1800,133.04,yes,fast data consumption,south west,Young_adults(25-34)
cust0095,sarah james,feb-25,62,kaduna,5g broadband router,male,1,poor,25,30gb monthly broadband plan,9000,3,27000,71.74,no,,north west,Seniors(60 Above)
cust0095,sarah james,feb-25,62,kaduna,mobile sim card,male,1,poor,25,7gb monthly plan,3500,4,14000,48.6,no,,north west,Seniors(60 Above)
cust0096,tega turner,mar-25,33,rivers,mobile sim card,female,2,fair,35,1.5gb 2-day plan,600,3,1800,162.39,no,,south south,Young_adults(25-34)
cust0096,tega turner,mar-25,33,rivers,5g broadband router,female,2,fair,35,1.5tb yearly broadband plan,150000,7,1050000,7.88,no,,south south,Young_adults(25-34)
cust0096,tega turner,mar-25,33,rivers,4g router,female,2,fair,35,65gb monthly plan,16000,2,32000,158.33,no,,south south,Young_adults(25-34)
cust0097,ese perez,feb-25,55,zamfara,5g broadband router,female,3,good,53,200gb monthly broadband plan,25000,2,50000,172.5,yes,high call tarriffs,north west,Middle_Age(45-59)
cust0098,tega murray,feb-25,50,delta,5g broadband router,female,4,very good,28,1.5tb yearly broadband plan,150000,12,1800000,138.57,no,,south south,Middle_Age(45-59)
cust0098,tega murray,feb-25,50,delta,broadband mifi,female,4,very good,28,120gb monthly broadband plan,24000,3,72000,53.71,no,,south south,Middle_Age(45-59)
cust0099,boma gonzalez,mar-25,26,kwara,5g broadband router,male,3,good,35,450gb 3-month broadband plan,75000,15,1125000,33.75,yes,costly data plans,north central,Young_adults(25-34)
cust0099,boma gonzalez,mar-25,26,kwara,4g router,male,3,good,35,25gb monthly plan,9000,12,108000,89.7,yes,costly data plans,north central,Young_adults(25-34)
cust0099,boma gonzalez,mar-25,26,kwara,mobile sim card,male,3,good,35,20gb monthly plan,7500,2,15000,55.27,yes,costly data plans,north central,Young_adults(25-34)
cust0100,kunle davis,feb-25,67,gombe,broadband mifi,male,5,excellent,2,30gb monthly broadband plan,9000,12,108000,47.58,no,,north east,Seniors(60 Above)
cust0100,kunle davis,feb-25,67,gombe,mobile sim card,male,5,excellent,2,7gb monthly plan,3500,19,66500,76.88,no,,north east,Seniors(60 Above)
cust0101,bola brown,feb-25,35,nasarawa,5g broadband router,female,1,poor,24,120gb monthly broadband plan,24000,4,96000,50.3,no,,north central,Adults(35-44)
cust0101,bola brown,feb-25,35,nasarawa,mobile sim card,female,1,poor,24,65gb monthly plan,16000,16,256000,147.27,no,,north central,Adults(35-44)
cust0101,bola brown,feb-25,35,nasarawa,mobile sim card,female,1,poor,24,16.5gb+10mins monthly plan,6500,18,117000,77.7,no,,north central,Adults(35-44)
cust0102,ifeanyi burns,mar-25,49,edo,mobile sim card,female,4,very good,14,1.5gb 2-day plan,600,15,9000,179.79,yes,poor customer service,south south,Middle_Age(45-59)
cust0103,chinedu barrera,mar-25,56,ekiti,4g router,male,3,good,36,65gb monthly plan,16000,5,80000,197.03,no,,south west,Middle_Age(45-59)
cust0103,chinedu barrera,mar-25,56,ekiti,mobile sim card,male,3,good,36,500mb daily plan,350,1,350,158.18,no,,south west,Middle_Age(45-59)
cust0103,chinedu barrera,mar-25,56,ekiti,broadband mifi,male,3,good,36,300gb fup monthly unlimited,30000,12,360000,111.03,no,,south west,Middle_Age(45-59)
cust0104,zina fischer,feb-25,32,katsina,broadband mifi,male,4,very good,20,300gb fup monthly unlimited,30000,15,450000,128.65,no,,north west,Young_adults(25-34)
cust0104,zina fischer,feb-25,32,katsina,mobile sim card,male,4,very good,20,12.5gb monthly plan,5500,12,66000,136.18,no,,north west,Young_adults(25-34)
cust0105,amaka garcia,jan-25,39,borno,mobile sim card,female,1,poor,33,25gb monthly plan,9000,8,72000,186.98,no,,north east,Adults(35-44)
cust0105,amaka garcia,jan-25,39,borno,broadband mifi,female,1,poor,33,300gb fup monthly unlimited,30000,17,510000,189.52,no,,north east,Adults(35-44)
cust0106,abubakar holmes,mar-25,26,edo,broadband mifi,male,2,fair,41,120gb monthly broadband plan,24000,5,120000,188.35,no,,south south,Young_adults(25-34)
cust0106,abubakar holmes,mar-25,26,edo,5g broadband router,male,2,fair,41,300gb fup monthly unlimited,30000,20,600000,131.92,no,,south south,Young_adults(25-34)
cust0106,abubakar holmes,mar-25,26,edo,mobile sim card,male,2,fair,41,7gb monthly plan,3500,19,66500,168.58,no,,south south,Young_adults(25-34)
cust0107,bola rogers,mar-25,19,katsina,4g router,male,2,fair,42,10gb+10mins monthly plan,4500,10,45000,128.56,no,,north west,Youths(16-24)
cust0108,john rose,jan-25,47,kebbi,mobile sim card,female,1,poor,30,7gb monthly plan,3500,11,38500,121.53,yes,fast data consumption,north west,Middle_Age(45-59)
cust0108,john rose,jan-25,47,kebbi,broadband mifi,female,1,poor,30,300gb fup monthly unlimited,30000,12,360000,146.97,yes,fast data consumption,north west,Middle_Age(45-59)
cust0109,tamuno bates,feb-25,32,gombe,mobile sim card,male,4,very good,21,65gb monthly plan,16000,13,208000,10.6,yes,fast data consumption,north east,Young_adults(25-34)
cust0110,ibim richards,mar-25,47,abuja (fct),mobile sim card,female,2,fair,60,1gb+1.5mins daily plan,500,3,1500,99.73,no,,north central,Middle_Age(45-59)
cust0110,ibim richards,mar-25,47,abuja (fct),4g router,female,2,fair,60,165gb monthly plan,35000,8,280000,101.34,no,,north central,Middle_Age(45-59)
cust0111,fatima blevins,feb-25,61,oyo,mobile sim card,male,5,excellent,19,3.2gb 2-day plan,1000,9,9000,86.47,no,,south west,Seniors(60 Above)
cust0111,fatima blevins,feb-25,61,oyo,4g router,male,5,excellent,19,25gb monthly plan,9000,12,108000,152.89,no,,south west,Seniors(60 Above)
cust0111,fatima blevins,feb-25,61,oyo,broadband mifi,male,5,excellent,19,30gb monthly broadband plan,9000,19,171000,80.42,no,,south west,Seniors(60 Above)
cust0112,bala smith,feb-25,62,cross river,broadband mifi,male,5,excellent,25,60gb monthly broadband plan,14500,11,159500,74.95,yes,relocation,south south,Seniors(60 Above)
cust0112,bala smith,feb-25,62,cross river,mobile sim card,male,5,excellent,25,16.5gb+10mins monthly plan,6500,5,32500,187.82,yes,relocation,south south,Seniors(60 Above)
cust0112,bala smith,feb-25,62,cross river,5g broadband router,male,5,excellent,25,60gb monthly broadband plan,14500,13,188500,120.69,yes,relocation,south south,Seniors(60 Above)
cust0113,michael evans,mar-25,21,rivers,4g router,male,4,very good,9,25gb monthly plan,9000,11,99000,186.31,no,,south south,Youths(16-24)
cust0114,amina todd,feb-25,66,abia,5g broadband router,female,5,excellent,33,200gb monthly broadband plan,25000,14,350000,134.92,yes,better offers from competitors,south east,Seniors(60 Above)
cust0115,maryam smith,feb-25,19,taraba,mobile sim card,female,1,poor,42,1.5gb 2-day plan,600,8,4800,164.42,no,,north east,Youths(16-24)
cust0116,bola garcia,mar-25,30,benue,mobile sim card,male,4,very good,29,16.5gb+10mins monthly plan,6500,16,104000,155.11,yes,high call tarriffs,north central,Young_adults(25-34)
cust0117,sade collins,mar-25,33,bauchi,4g router,male,4,very good,36,25gb monthly plan,9000,9,81000,109.48,no,,north east,Young_adults(25-34)
cust0117,sade collins,mar-25,33,bauchi,mobile sim card,male,4,very good,36,12.5gb monthly plan,5500,8,44000,38.86,no,,north east,Young_adults(25-34)
cust0118,zainab garcia,mar-25,54,osun,5g broadband router,female,2,fair,50,200gb monthly broadband plan,25000,9,225000,112.32,no,,south west,Middle_Age(45-59)
cust0118,zainab garcia,mar-25,54,osun,4g router,female,2,fair,50,25gb monthly plan,9000,18,162000,24.81,no,,south west,Middle_Age(45-59)
cust0119,omamuzo terry,jan-25,66,ekiti,5g broadband router,male,3,good,19,1.5tb yearly broadband plan,150000,16,2400000,131.37,no,,south west,Seniors(60 Above)
cust0120,fatima lindsey,mar-25,41,adamawa,4g router,female,2,fair,60,10gb+10mins monthly plan,4500,2,9000,127.77,yes,high call tarriffs,north east,Adults(35-44)
cust0120,fatima lindsey,mar-25,41,adamawa,broadband mifi,female,2,fair,60,30gb monthly broadband plan,9000,16,144000,82.95,yes,high call tarriffs,north east,Adults(35-44)
cust0120,fatima lindsey,mar-25,41,adamawa,5g broadband router,female,2,fair,60,150gb fup monthly unlimited,20000,5,100000,136.4,yes,high call tarriffs,north east,Adults(35-44)
cust0121,tunde smith,feb-25,36,kogi,broadband mifi,female,3,good,31,120gb monthly broadband plan,24000,2,48000,147.87,no,,north central,Adults(35-44)
cust0121,tunde smith,feb-25,36,kogi,mobile sim card,female,3,good,31,1.5gb 2-day plan,600,6,3600,83.87,no,,north central,Adults(35-44)
cust0121,tunde smith,feb-25,36,kogi,5g broadband router,female,3,good,31,30gb monthly broadband plan,9000,13,117000,199.44,no,,north central,Adults(35-44)
cust0122,grace fowler,mar-25,39,cross river,5g broadband router,male,5,excellent,1,1.5tb yearly broadband plan,150000,5,750000,177.91,no,,south south,Adults(35-44)
cust0122,grace fowler,mar-25,39,cross river,4g router,male,5,excellent,1,165gb monthly plan,35000,4,140000,54.93,no,,south south,Adults(35-44)
cust0123,tega chen,feb-25,36,sokoto,4g router,female,1,poor,46,165gb monthly plan,35000,17,595000,165.48,no,,north west,Adults(35-44)
cust0123,tega chen,feb-25,36,sokoto,broadband mifi,female,1,poor,46,300gb fup monthly unlimited,30000,4,120000,17.8,no,,north west,Adults(35-44)
cust0124,shehu nguyen,feb-25,33,taraba,5g broadband router,female,1,poor,60,120gb monthly broadband plan,24000,19,456000,116.7,yes,poor customer service,north east,Young_adults(25-34)
cust0124,shehu nguyen,feb-25,33,taraba,4g router,female,1,poor,60,65gb monthly plan,16000,12,192000,52.68,yes,poor customer service,north east,Young_adults(25-34)
cust0125,halima aguilar,feb-25,23,delta,5g broadband router,female,4,very good,20,120gb monthly broadband plan,24000,8,192000,73.83,no,,south south,Youths(16-24)
cust0125,halima aguilar,feb-25,23,delta,mobile sim card,female,4,very good,20,500mb daily plan,350,16,5600,191.49,no,,south south,Youths(16-24)
cust0125,halima aguilar,feb-25,23,delta,broadband mifi,female,4,very good,20,150gb fup monthly unlimited,20000,20,400000,91.27,no,,south south,Youths(16-24)
cust0126,ejiro ware,feb-25,69,taraba,mobile sim card,male,5,excellent,49,16.5gb+10mins monthly plan,6500,3,19500,140.9,no,,north east,Seniors(60 Above)
cust0127,ifeanyi clayton,feb-25,23,zamfara,mobile sim card,male,2,fair,37,12.5gb monthly plan,5500,17,93500,18.64,no,,north west,Youths(16-24)
cust0127,ifeanyi clayton,feb-25,23,zamfara,broadband mifi,male,2,fair,37,60gb monthly broadband plan,14500,15,217500,161.83,no,,north west,Youths(16-24)
cust0127,ifeanyi clayton,feb-25,23,zamfara,5g broadband router,male,2,fair,37,300gb fup monthly unlimited,30000,15,450000,102.89,no,,north west,Youths(16-24)
cust0128,sade berry,mar-25,75,abia,broadband mifi,male,1,poor,26,300gb fup monthly unlimited,30000,18,540000,140.23,no,,south east,Seniors(60 Above)
cust0128,sade berry,mar-25,75,abia,mobile sim card,male,1,poor,26,2.5gb 2-day plan,900,3,2700,186.95,no,,south east,Seniors(60 Above)
cust0128,sade berry,mar-25,75,abia,mobile sim card,male,1,poor,26,165gb monthly plan,35000,14,490000,6.83,no,,south east,Seniors(60 Above)
cust0129,shehu lee,feb-25,33,kogi,mobile sim card,female,4,very good,58,16.5gb+10mins monthly plan,6500,12,78000,27.03,no,,north central,Young_adults(25-34)
cust0129,shehu lee,feb-25,33,kogi,broadband mifi,female,4,very good,58,30gb monthly broadband plan,9000,18,162000,36.11,no,,north central,Young_adults(25-34)
cust0130,tamuno greer,jan-25,32,osun,mobile sim card,male,3,good,49,500mb daily plan,350,12,4200,49.88,no,,south west,Young_adults(25-34)
cust0130,tamuno greer,jan-25,32,osun,5g broadband router,male,3,good,49,300gb fup monthly unlimited,30000,4,120000,55.49,no,,south west,Young_adults(25-34)
cust0130,tamuno greer,jan-25,32,osun,4g router,male,3,good,49,65gb monthly plan,16000,14,224000,161.99,no,,south west,Young_adults(25-34)
cust0131,funke hart,jan-25,46,ondo,broadband mifi,male,4,very good,7,60gb monthly broadband plan,14500,18,261000,88.07,no,,south west,Middle_Age(45-59)
cust0131,funke hart,jan-25,46,ondo,mobile sim card,male,4,very good,7,500mb daily plan,350,2,700,151.0,no,,south west,Middle_Age(45-59)
cust0131,funke hart,jan-25,46,ondo,5g broadband router,male,4,very good,7,300gb fup monthly unlimited,30000,10,300000,101.03,no,,south west,Middle_Age(45-59)
cust0132,nura yang,feb-25,56,niger,broadband mifi,male,5,excellent,20,120gb monthly broadband plan,24000,6,144000,176.0,yes,costly data plans,north central,Middle_Age(45-59)
cust0132,nura yang,feb-25,56,niger,5g broadband router,male,5,excellent,20,450gb 3-month broadband plan,75000,2,150000,111.39,yes,costly data plans,north central,Middle_Age(45-59)
cust0133,oghene cooper,feb-25,64,bauchi,mobile sim card,female,4,very good,45,500mb daily plan,350,10,3500,169.94,yes,fast data consumption,north east,Seniors(60 Above)
cust0134,obinna branch,feb-25,75,oyo,broadband mifi,female,4,very good,27,300gb fup monthly unlimited,30000,7,210000,18.95,yes,poor customer service,south west,Seniors(60 Above)
cust0134,obinna branch,feb-25,75,oyo,4g router,female,4,very good,27,65gb monthly plan,16000,20,320000,54.06,yes,poor customer service,south west,Seniors(60 Above)
cust0135,bola anderson,feb-25,25,benue,mobile sim card,male,3,good,31,10gb+10mins monthly plan,4500,4,18000,192.43,no,,north central,Young_adults(25-34)
cust0136,john hill,feb-25,47,ondo,mobile sim card,female,5,excellent,59,16.5gb+10mins monthly plan,6500,10,65000,129.92,no,,south west,Middle_Age(45-59)
cust0136,john hill,feb-25,47,ondo,4g router,female,5,excellent,59,25gb monthly plan,9000,16,144000,72.25,no,,south west,Middle_Age(45-59)
cust0137,zina singh,feb-25,28,taraba,4g router,female,3,good,59,10gb+10mins monthly plan,4500,18,81000,3.74,no,,north east,Young_adults(25-34)
cust0138,ibim brown,feb-25,53,plateau,mobile sim card,male,4,very good,22,16.5gb+10mins monthly plan,6500,11,71500,131.09,no,,north central,Middle_Age(45-59)
cust0139,saidu holt,mar-25,78,yobe,4g router,female,2,fair,11,65gb monthly plan,16000,3,48000,105.03,yes,relocation,north east,Seniors(60 Above)
cust0139,saidu holt,mar-25,78,yobe,5g broadband router,female,2,fair,11,30gb monthly broadband plan,9000,14,126000,152.99,yes,relocation,north east,Seniors(60 Above)
cust0140,amaka vang,feb-25,45,kaduna,mobile sim card,male,5,excellent,1,12.5gb monthly plan,5500,18,99000,3.64,no,,north west,Middle_Age(45-59)
cust0141,ibim faulkner,mar-25,17,kano,mobile sim card,female,1,poor,35,3.2gb 2-day plan,1000,8,8000,105.11,no,,north west,Youths(16-24)
cust0142,bala hood,feb-25,48,ekiti,mobile sim card,female,1,poor,51,500mb daily plan,350,8,2800,198.05,no,,south west,Middle_Age(45-59)
cust0142,bala hood,feb-25,48,ekiti,5g broadband router,female,1,poor,51,120gb monthly broadband plan,24000,3,72000,136.97,no,,south west,Middle_Age(45-59)
cust0143,bola brooks,feb-25,27,kebbi,mobile sim card,female,1,poor,25,165gb monthly plan,35000,11,385000,129.16,no,,north west,Young_adults(25-34)
cust0143,bola brooks,feb-25,27,kebbi,broadband mifi,female,1,poor,25,120gb monthly broadband plan,24000,4,96000,195.48,no,,north west,Young_adults(25-34)
cust0143,bola brooks,feb-25,27,kebbi,mobile sim card,female,1,poor,25,16.5gb+10mins monthly plan,6500,8,52000,183.87,no,,north west,Young_adults(25-34)
cust0144,fatima wheeler,jan-25,76,akwa ibom,broadband mifi,male,3,good,60,30gb monthly broadband plan,9000,19,171000,192.31,no,,south south,Seniors(60 Above)
cust0144,fatima wheeler,jan-25,76,akwa ibom,mobile sim card,male,3,good,60,1.5gb 2-day plan,600,13,7800,150.57,no,,south south,Seniors(60 Above)
cust0144,fatima wheeler,jan-25,76,akwa ibom,4g router,male,3,good,60,65gb monthly plan,16000,19,304000,60.21,no,,south south,Seniors(60 Above)
cust0145,halima valencia,feb-25,65,adamawa,broadband mifi,female,1,poor,25,60gb monthly broadband plan,14500,3,43500,46.81,no,,north east,Seniors(60 Above)
cust0145,halima valencia,feb-25,65,adamawa,mobile sim card,female,1,poor,25,7gb monthly plan,3500,20,70000,121.23,no,,north east,Seniors(60 Above)
cust0146,tamuno boyd,feb-25,57,kano,mobile sim card,female,4,very good,51,20gb monthly plan,7500,20,150000,17.6,yes,relocation,north west,Middle_Age(45-59)
cust0146,tamuno boyd,feb-25,57,kano,broadband mifi,female,4,very good,51,300gb fup monthly unlimited,30000,3,90000,159.71,yes,relocation,north west,Middle_Age(45-59)
cust0147,chinedu martinez,feb-25,50,plateau,broadband mifi,female,4,very good,46,30gb monthly broadband plan,9000,15,135000,188.62,no,,north central,Middle_Age(45-59)
cust0148,ejiro finley,feb-25,50,anambra,mobile sim card,male,4,very good,6,3.2gb 2-day plan,1000,3,3000,71.11,no,,south east,Middle_Age(45-59)
cust0148,ejiro finley,feb-25,50,anambra,broadband mifi,male,4,very good,6,120gb monthly broadband plan,24000,11,264000,119.81,no,,south east,Middle_Age(45-59)
cust0148,ejiro finley,feb-25,50,anambra,5g broadband router,male,4,very good,6,450gb 3-month broadband plan,75000,14,1050000,2.96,no,,south east,Middle_Age(45-59)
cust0149,omamuzo levine,feb-25,26,imo,mobile sim card,male,2,fair,44,3.2gb 2-day plan,1000,9,9000,33.86,yes,costly data plans,south east,Young_adults(25-34)
cust0149,omamuzo levine,feb-25,26,imo,broadband mifi,male,2,fair,44,60gb monthly broadband plan,14500,3,43500,60.3,yes,costly data plans,south east,Young_adults(25-34)
cust0150,ejiro roman,feb-25,48,imo,mobile sim card,female,4,very good,39,7gb monthly plan,3500,13,45500,168.4,yes,costly data plans,south east,Middle_Age(45-59)
cust0151,tega mendez,feb-25,72,bayelsa,4g router,female,3,good,53,10gb+10mins monthly plan,4500,11,49500,192.93,no,,south south,Seniors(60 Above)
cust0151,tega mendez,feb-25,72,bayelsa,mobile sim card,female,3,good,53,1gb+1.5mins daily plan,500,16,8000,147.11,no,,south south,Seniors(60 Above)
cust0151,tega mendez,feb-25,72,bayelsa,5g broadband router,female,3,good,53,60gb monthly broadband plan,14500,9,130500,65.51,no,,south south,Seniors(60 Above)
cust0152,tamuno yang,feb-25,62,delta,4g router,male,5,excellent,38,25gb monthly plan,9000,3,27000,166.34,yes,high call tarriffs,south south,Seniors(60 Above)
cust0152,tamuno yang,feb-25,62,delta,mobile sim card,male,5,excellent,38,20gb monthly plan,7500,5,37500,134.76,yes,high call tarriffs,south south,Seniors(60 Above)
cust0153,maryam williams,feb-25,46,edo,mobile sim card,male,4,very good,46,16.5gb+10mins monthly plan,6500,14,91000,184.74,yes,relocation,south south,Middle_Age(45-59)
cust0153,maryam williams,feb-25,46,edo,5g broadband router,male,4,very good,46,30gb monthly broadband plan,9000,12,108000,158.25,yes,relocation,south south,Middle_Age(45-59)
cust0154,david miller,mar-25,26,anambra,mobile sim card,male,2,fair,43,7gb monthly plan,3500,14,49000,193.16,no,,south east,Young_adults(25-34)
cust0155,ngozi fowler,feb-25,17,anambra,4g router,female,4,very good,15,10gb+10mins monthly plan,4500,10,45000,96.81,no,,south east,Youths(16-24)
cust0155,ngozi fowler,feb-25,17,anambra,mobile sim card,female,4,very good,15,12.5gb monthly plan,5500,3,16500,184.15,no,,south east,Youths(16-24)
cust0156,ifeanyi garcia,feb-25,34,ekiti,mobile sim card,female,2,fair,22,12.5gb monthly plan,5500,15,82500,144.54,no,,south west,Young_adults(25-34)
cust0156,ifeanyi garcia,feb-25,34,ekiti,broadband mifi,female,2,fair,22,300gb fup monthly unlimited,30000,2,60000,13.9,no,,south west,Young_adults(25-34)
cust0157,ifeanyi jimenez,feb-25,18,bayelsa,4g router,male,2,fair,44,10gb+10mins monthly plan,4500,13,58500,46.76,no,,south south,Youths(16-24)
cust0157,ifeanyi jimenez,feb-25,18,bayelsa,mobile sim card,male,2,fair,44,1.5gb 2-day plan,600,14,8400,37.68,no,,south south,Youths(16-24)
cust0159,kunle nielsen,mar-25,29,adamawa,mobile sim card,male,2,fair,24,7gb monthly plan,3500,20,70000,119.6,no,,north east,Young_adults(25-34)
cust0159,kunle nielsen,mar-25,29,adamawa,5g broadband router,male,2,fair,24,450gb 3-month broadband plan,75000,12,900000,117.61,no,,north east,Young_adults(25-34)
cust0160,oghene diaz,jan-25,74,enugu,5g broadband router,female,2,fair,59,150gb fup monthly unlimited,20000,5,100000,37.02,no,,south east,Seniors(60 Above)
cust0161,michael wilson,feb-25,65,kogi,4g router,male,4,very good,37,165gb monthly plan,35000,6,210000,58.12,yes,high call tarriffs,north central,Seniors(60 Above)
cust0161,michael wilson,feb-25,65,kogi,5g broadband router,male,4,very good,37,200gb monthly broadband plan,25000,20,500000,168.48,yes,high call tarriffs,north central,Seniors(60 Above)
cust0161,michael wilson,feb-25,65,kogi,broadband mifi,male,4,very good,37,30gb monthly broadband plan,9000,1,9000,173.17,yes,high call tarriffs,north central,Seniors(60 Above)
cust0162,grace gallegos,feb-25,33,benue,mobile sim card,female,4,very good,36,1.5gb 2-day plan,600,1,600,16.99,no,,north central,Young_adults(25-34)
cust0162,grace gallegos,feb-25,33,benue,4g router,female,4,very good,36,10gb+10mins monthly plan,4500,9,40500,58.77,no,,north central,Young_adults(25-34)
cust0163,nura jackson,feb-25,52,abuja (fct),broadband mifi,female,5,excellent,37,120gb monthly broadband plan,24000,2,48000,164.61,no,,north central,Middle_Age(45-59)
cust0163,nura jackson,feb-25,52,abuja (fct),4g router,female,5,excellent,37,165gb monthly plan,35000,14,490000,109.5,no,,north central,Middle_Age(45-59)
cust0163,nura jackson,feb-25,52,abuja (fct),5g broadband router,female,5,excellent,37,150gb fup monthly unlimited,20000,8,160000,147.33,no,,north central,Middle_Age(45-59)
cust0164,maryam diaz,jan-25,20,nasarawa,mobile sim card,female,4,very good,23,10gb+10mins monthly plan,4500,19,85500,162.24,no,,north central,Youths(16-24)
cust0165,oghene allison,feb-25,70,abuja (fct),5g broadband router,male,2,fair,51,300gb fup monthly unlimited,30000,10,300000,65.07,no,,north central,Seniors(60 Above)
cust0165,oghene allison,feb-25,70,abuja (fct),mobile sim card,male,2,fair,51,1gb+1.5mins daily plan,500,17,8500,114.76,no,,north central,Seniors(60 Above)
cust0165,oghene allison,feb-25,70,abuja (fct),4g router,male,2,fair,51,65gb monthly plan,16000,14,224000,27.55,no,,north central,Seniors(60 Above)
cust0166,sade suarez,feb-25,51,borno,mobile sim card,male,3,good,16,1gb+1.5mins daily plan,500,13,6500,125.75,no,,north east,Middle_Age(45-59)
cust0166,sade suarez,feb-25,51,borno,4g router,male,3,good,16,165gb monthly plan,35000,3,105000,15.57,no,,north east,Middle_Age(45-59)
cust0166,sade suarez,feb-25,51,borno,broadband mifi,male,3,good,16,60gb monthly broadband plan,14500,9,130500,103.36,no,,north east,Middle_Age(45-59)
cust0167,ejiro thomas,jan-25,74,yobe,5g broadband router,female,1,poor,38,450gb 3-month broadband plan,75000,14,1050000,43.96,no,,north east,Seniors(60 Above)
cust0167,ejiro thomas,jan-25,74,yobe,broadband mifi,female,1,poor,38,150gb fup monthly unlimited,20000,11,220000,99.2,no,,north east,Seniors(60 Above)
cust0168,abubakar weiss,mar-25,59,borno,broadband mifi,female,1,poor,51,150gb fup monthly unlimited,20000,1,20000,88.54,yes,high call tarriffs,north east,Middle_Age(45-59)
cust0168,abubakar weiss,mar-25,59,borno,mobile sim card,female,1,poor,51,20gb monthly plan,7500,5,37500,40.86,yes,high call tarriffs,north east,Middle_Age(45-59)
cust0169,maryam dean,mar-25,36,akwa ibom,4g router,male,3,good,42,25gb monthly plan,9000,8,72000,145.33,yes,high call tarriffs,south south,Adults(35-44)
cust0169,maryam dean,mar-25,36,akwa ibom,broadband mifi,male,3,good,42,60gb monthly broadband plan,14500,4,58000,131.27,yes,high call tarriffs,south south,Adults(35-44)
cust0169,maryam dean,mar-25,36,akwa ibom,mobile sim card,male,3,good,42,2.5gb 2-day plan,900,3,2700,43.08,yes,high call tarriffs,south south,Adults(35-44)
cust0170,amaka whitaker,jan-25,44,bauchi,4g router,female,3,good,1,65gb monthly plan,16000,3,48000,46.17,no,,north east,Adults(35-44)
cust0170,amaka whitaker,jan-25,44,bauchi,mobile sim card,female,3,good,1,3.2gb 2-day plan,1000,12,12000,21.09,no,,north east,Adults(35-44)
cust0171,maryam dixon,feb-25,33,jigawa,4g router,male,1,poor,42,165gb monthly plan,35000,7,245000,70.56,no,,north west,Young_adults(25-34)
cust0172,obinna miller,jan-25,68,nasarawa,mobile sim card,male,2,fair,6,7gb monthly plan,3500,8,28000,158.32,no,,north central,Seniors(60 Above)
cust0172,obinna miller,jan-25,68,nasarawa,4g router,male,2,fair,6,25gb monthly plan,9000,8,72000,129.1,no,,north central,Seniors(60 Above)
cust0172,obinna miller,jan-25,68,nasarawa,5g broadband router,male,2,fair,6,120gb monthly broadband plan,24000,1,24000,155.9,no,,north central,Seniors(60 Above)
cust0173,maryam soto,feb-25,42,bauchi,mobile sim card,male,3,good,48,20gb monthly plan,7500,16,120000,22.99,no,,north east,Adults(35-44)
cust0174,kunle jones,feb-25,17,gombe,4g router,female,5,excellent,9,10gb+10mins monthly plan,4500,1,4500,117.68,no,,north east,Youths(16-24)
cust0174,kunle jones,feb-25,17,gombe,mobile sim card,female,5,excellent,9,1gb+1.5mins daily plan,500,2,1000,43.54,no,,north east,Youths(16-24)
cust0175,tamuno patton,feb-25,80,cross river,mobile sim card,female,1,poor,28,25gb monthly plan,9000,7,63000,16.26,no,,south south,Seniors(60 Above)
cust0175,tamuno patton,feb-25,80,cross river,mobile sim card,female,1,poor,28,1.5gb 2-day plan,600,13,7800,107.51,no,,south south,Seniors(60 Above)
cust0175,tamuno patton,feb-25,80,cross river,broadband mifi,female,1,poor,28,120gb monthly broadband plan,24000,3,72000,127.04,no,,south south,Seniors(60 Above)
cust0176,maryam martinez,jan-25,71,imo,broadband mifi,male,4,very good,16,30gb monthly broadband plan,9000,5,45000,3.03,yes,relocation,south east,Seniors(60 Above)
cust0176,maryam martinez,jan-25,71,imo,4g router,male,4,very good,16,65gb monthly plan,16000,12,192000,33.18,yes,relocation,south east,Seniors(60 Above)
cust0176,maryam martinez,jan-25,71,imo,mobile sim card,male,4,very good,16,16.5gb+10mins monthly plan,6500,9,58500,103.69,yes,relocation,south east,Seniors(60 Above)
cust0177,amina johnson,jan-25,63,borno,5g broadband router,female,1,poor,47,150gb fup monthly unlimited,20000,19,380000,52.96,no,,north east,Seniors(60 Above)
cust0177,amina johnson,jan-25,63,borno,mobile sim card,female,1,poor,47,3.2gb 2-day plan,1000,17,17000,99.48,no,,north east,Seniors(60 Above)
